,"('Adj Close', '^SPBLPGPT')","('Close', '^SPBLPGPT')","('High', '^SPBLPGPT')","('Low', '^SPBLPGPT')","('Open', '^SPBLPGPT')","('Volume', '^SPBLPGPT')",index
2018-11-30,19180.970703125,19180.970703125,19329.369140625,19148.490234375,19309.6796875,0.0,19180.97
2018-12-31,19350.400390625,19350.400390625,19377.509765625,19186.26953125,19205.439453125,0.0,19350.4
2019-01-31,20185.390625,20185.390625,20249.029296875,20051.849609375,20071.109375,0.0,20190.87
2019-02-28,20616.009765625,20616.009765625,20656.01953125,20495.369140625,20558.669921875,0.0,20614.45
2019-03-31,21098.0703125,21098.0703125,21119.529296875,20968.240234375,20974.720703125,0.0,21098.07
2019-04-30,20897.58984375,20897.58984375,20946.609375,20772.029296875,20861.5703125,0.0,20896.5
2019-05-31,19922.76953125,19922.76953125,19962.759765625,19686.4296875,19821.240234375,0.0,19922.77
2019-06-30,20624.859375,20624.859375,20676.720703125,20507.73046875,20662.990234375,0.0,20622.79
2019-07-31,20075.369140625,20075.369140625,20258.240234375,20047.759765625,20221.099609375,0.0,19957.26
2019-08-31,19106.75,19106.75,19236.4296875,18531.2890625,19034.990234375,0.0,19106.75
2019-09-30,19602.7109375,19602.7109375,19818.400390625,19595.140625,19747.4296875,0.0,19602.71
2019-10-31,19904.869140625,19904.869140625,19960.76953125,19687.6796875,19687.6796875,0.0,19904.87
2019-11-30,20078.0,20078.0,20091.9609375,19966.390625,20040.80078125,0.0,20078.0
2019-12-31,20526.130859375,20526.130859375,20643.119140625,20485.25,20579.189453125,0.0,20526.13
2020-01-31,19834.900390625,19834.900390625,19948.30078125,19833.25,19924.439453125,0.0,19834.9
2020-02-29,18264.30078125,18264.30078125,18711.119140625,18149.83984375,18711.119140625,0.0,18264.3
2020-03-31,14463.9599609375,14463.9599609375,14582.5703125,13883.25,13883.25,0.0,14463.96
2020-04-30,14779.2802734375,14779.2802734375,15042.51953125,14748.8603515625,14933.3798828125,0.0,14779.28
2020-05-31,15580.849609375,15580.849609375,15776.5302734375,15561.2802734375,15772.9501953125,0.0,15580.85
2020-06-30,16878.0,16878.0,16940.119140625,16589.890625,16634.470703125,0.0,16878.0
2020-07-31,17512.529296875,17512.529296875,17688.1796875,17486.0703125,17614.33984375,0.0,17512.53
2020-08-31,18577.080078125,18577.080078125,18595.9296875,18382.689453125,18420.69921875,0.0,18576.89
2020-09-30,17948.779296875,17948.779296875,17973.859375,17830.650390625,17908.75,0.0,17948.78
2020-10-31,17472.19921875,17472.19921875,17686.689453125,17463.5703125,17676.919921875,0.0,17472.2
2020-11-30,19796.509765625,19796.509765625,19882.400390625,19584.91015625,19585.859375,0.0,19796.51
2020-12-31,20822.150390625,20822.150390625,20985.150390625,20784.890625,20985.150390625,0.0,20822.15
2021-01-31,21110.220703125,21110.220703125,21441.150390625,21033.5390625,21266.9296875,0.0,21110.22
2021-02-28,22530.419921875,22530.419921875,22891.990234375,22487.439453125,22891.0390625,0.0,22530.22
2021-03-31,21371.849609375,21371.849609375,21524.419921875,21371.640625,21461.849609375,0.0,21372.03
2021-04-30,19562.76953125,19562.76953125,19576.5390625,19296.33984375,19302.580078125,0.0,19562.77
2021-05-31,21015.9609375,21015.9609375,21064.4609375,19940.330078125,19940.330078125,0.0,21041.71
2021-06-30,18850.91015625,18850.91015625,18997.009765625,18563.939453125,18976.73046875,0.0,18850.91
2021-07-31,17677.830078125,17677.830078125,18812.890625,17551.25,18812.890625,0.0,17671.77
2021-08-31,17653.689453125,17653.689453125,17653.689453125,17391.05078125,17461.76953125,0.0,17653.54
2021-09-30,18279.2890625,18279.2890625,18597.609375,18240.060546875,18481.669921875,0.0,18279.15
2021-10-31,,,,,,,20737.77
2021-11-30,,,,,,,20416.43
2021-12-31,,,,,,,21111.73
2022-01-31,,,,,,,22943.81
2022-02-28,,,,,,,23749.03
2022-03-31,,,,,,,24915.5
2022-04-30,,,,,,,22818.9
2022-05-31,,,,,,,20719.04
2022-06-30,,,,,,,18388.82
2022-07-31,,,,,,,19293.66
2022-08-31,,,,,,,18853.05
2022-09-30,,,,,,,19448.06
2022-10-31,,,,,,,21095.21
2022-11-30,,,,,,,22455.13
2022-12-31,,,,,,,21330.33
2023-01-31,,,,,,,22416.72
2023-02-28,,,,,,,21576.25
2023-03-31,,,,,,,21898.03
2023-04-30,,,,,,,21779.92
2023-05-31,,,,,,,21135.09
2023-06-30,,,,,,,22329.75
2023-07-31,,,,,,,23509.38
2023-08-31,,,,,,,23133.53
2023-09-30,,,,,,,22528.4
2023-10-31,,,,,,,21817.42
2023-11-30,,,,,,,21934.44
2023-12-31,,,,,,,25960.01
2024-01-31,,,,,,,26934.02
2024-02-29,,,,,,,28231.83
2024-03-31,,,,,,,28366.99
2024-04-30,,,,,,,29184.35
2024-05-31,,,,,,,30220.4
2024-06-30,,,,,,,29895.87
2024-07-31,,,,,,,29537.12
2024-08-31,,,,,,,28441.73
2024-09-30,,,,,,,29942.23
2024-10-31,,,,,,,30470.47
2024-11-30,,,,,,,29485.3
